scraped_at_utc,scraped_at_npt,npt_date,npt_time,scraped_epoch,weekday,hour_utc,hour_npt,price_source,is_market_open,business_date,symbol,security_name,open_price,high_price,low_price,close_price,last_traded_price,previous_closing_price,point_change,percentage_change,total_traded_quantity,total_traded_value,total_trades,intraday_range,intraday_range_pct_of_open,return_from_prev_close_pct,turnover_per_trade,vwap_proxy
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,ADBL,Agricultural Development Bank Limited,297.0,297.0,297.0,,297.0,312.0,-15.0,,10.0,2970.0,1.0,0.0,0.0,-4.807692307692308,2970.0,297.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,1155.0,1155.0,1155.0,,1155.0,1100.0,55.0,,10.0,11550.0,1.0,0.0,0.0,5.0,11550.0,1155.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,APHL,Appolo Hydropower Limited,299.7,299.7,299.7,,299.7,0.0,299.7,,10.0,2997.0,1.0,0.0,0.0,,2997.0,299.7
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,BHCL,Bikash Hydropower Company Limited,579.0,579.0,579.0,,579.0,573.5,5.5,,10.0,5790.0,1.0,0.0,0.0,0.959023539668701,5790.0,579.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,BHPL,Barahi Hydropower Public Limited,512.8,512.8,512.8,,512.8,539.7,-26.90000000000009,,10.0,5128.0,1.0,0.0,0.0,-4.984250509542354,5128.0,512.8
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,BUNGAL,Bungal Hydro Limited,688.1,688.1,688.1,,688.1,688.1,0.0,,10.0,6881.0,1.0,0.0,0.0,0.0,6881.0,688.1
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,CFCL,Central Finance Co. Ltd.,630.8,630.8,630.8,,630.8,664.0,-33.200000000000045,,100.0,63080.0,1.0,0.0,0.0,-5.000000000000006,63080.0,630.8
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,DHEL,Daramkhola Hydro Energy Limited,619.0,619.0,619.0,,619.0,619.0,0.0,,168.0,103992.0,2.0,0.0,0.0,0.0,51996.0,619.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,DOLTI,Dolti Power Company Limited,335.0,335.0,335.0,,335.0,352.0,-17.0,,10.0,3350.0,1.0,0.0,0.0,-4.829545454545454,3350.0,335.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,EBLD86,Everest Bank Limited,1050.0,1050.0,1050.0,,1050.0,1100.0,-50.0,,10.0,10500.0,1.0,0.0,0.0,-4.545454545454546,10500.0,1050.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,GBIME,Global IME Bank Limited,235.0,235.0,235.0,,235.0,239.0,-4.0,,10.0,2350.0,1.0,0.0,0.0,-1.6736401673640167,2350.0,235.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,HBL,Himalayan Bank Limited,195.0,195.0,195.0,,195.0,201.0,-6.0,,10.0,1950.0,1.0,0.0,0.0,-2.9850746268656714,1950.0,195.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,HFIN,Hotel Forest Inn Limited,829.0,829.0,829.0,,829.0,865.9,-36.89999999999998,,10.0,8290.0,1.0,0.0,0.0,-4.26146206259383,8290.0,829.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,HRL,Himalayan Reinsurance Limited,645.0,645.0,645.0,,645.0,646.0,-1.0,,31.0,19995.0,1.0,0.0,0.0,-0.15479876160990713,19995.0,645.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,JHAPA,Jhapa Energy Limited,1300.0,1300.0,1300.0,,1300.0,1339.0,-39.0,,10.0,13000.0,1.0,0.0,0.0,-2.912621359223301,13000.0,1300.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,KHPL,Kalinchock Hydropower Limited,1051.8,1051.8,1051.8,,1051.8,1001.8,50.0,,80.0,84144.0,8.0,0.0,0.0,4.991016170892395,10518.0,1051.8
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,LSL,Laxmi Sunrise Bank Limited,208.0,208.0,208.0,,208.0,218.9,-10.900000000000006,,10.0,2080.0,1.0,0.0,0.0,-4.979442667884881,2080.0,208.0
2026-06-10T05:15:32+00:00,2026-06-10T11:00:32+05:45,2026-06-10,11:00:32,1781068532,2,5,11,nepse_official,OPEN,2026-06-10,MABEL,Mabilung Energy Limited,675.0,675.0,675.0,,675.0,680.0,-5.0,,10.0,6750.0,1.0,0.0,0.0,-0.7352941176470588,6750.0,675.0
