scraped_at_utc,scraped_at_npt,npt_date,npt_time,scraped_epoch,weekday,hour_utc,hour_npt,price_source,is_market_open,business_date,symbol,security_name,open_price,high_price,low_price,close_price,last_traded_price,previous_closing_price,point_change,percentage_change,total_traded_quantity,total_traded_value,total_trades,intraday_range,intraday_range_pct_of_open,return_from_prev_close_pct,turnover_per_trade,vwap_proxy
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,AHL,Asian Hydropower Limited,537.7,537.7,537.7,,537.7,566.0,-28.299999999999955,,10.0,5377.0,1.0,0.0,0.0,-4.999999999999992,5377.0,537.7
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,372.7,372.7,372.7,,372.7,355.0,17.69999999999999,,10.0,3727.0,1.0,0.0,0.0,4.985915492957743,3727.0,372.7
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,AKPL,Arun Kabeli Power Ltd.,282.4,282.4,282.4,,282.4,269.0,13.399999999999977,,10.0,2824.0,1.0,0.0,0.0,4.981412639405196,2824.0,282.4
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,1080.0,1080.0,1080.0,,1080.0,1107.4,-27.40000000000009,,21.0,22680.0,1.0,0.0,0.0,-2.474264041899954,22680.0,1080.0
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1049.8,1049.8,1049.8,,1049.8,1105.0,-55.200000000000045,,10.0,10498.0,1.0,0.0,0.0,-4.995475113122176,10498.0,1049.8
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,BEDC,Bhugol Energy Development Company Limited,377.0,377.0,377.0,,377.0,360.2,16.80000000000001,,30.0,11310.0,3.0,0.0,0.0,4.664075513603557,3770.0,377.0
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,BHPL,Barahi Hydropower Public Limited,548.1,548.1,548.1,,548.1,522.0,26.100000000000023,,10.0,5481.0,1.0,0.0,0.0,5.000000000000004,5481.0,548.1
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,CFCL,Central Finance Co. Ltd.,522.9,522.9,522.9,,522.9,498.0,24.899999999999977,,10.0,5229.0,1.0,0.0,0.0,4.999999999999996,5229.0,522.9
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,CIT,Citizen Investment Trust,1800.0,1800.0,1800.0,,1800.0,1766.0,34.0,,25.0,45000.0,2.0,0.0,0.0,1.9252548131370328,22500.0,1800.0
2026-05-14T05:15:27+00:00,2026-05-14T11:00:27+05:45,2026-05-14,11:00:27,1778735727,3,5,11,nepse_official,OPEN,2026-05-14,EHPL,Eastern Hydropower Limited,377.0,377.0,377.0,,377.0,377.0,0.0,,10.0,3770.0,1.0,0.0,0.0,0.0,3770.0,377.0
